10-27,TOR-MEM,120-106,Preseason,
24-36,35-30,32-21,29-19,
TOR
Aaron Gray,,15,0,0,0.000,0,0,0.000,1,2,0.500,1,5,6,1,0,2,1,5,1,0
Amir Johnson,,14,5,8,0.625,0,0,0.000,5,5,1.000,2,1,3,0,1,0,0,3,15,0
Andrea Bargnani,,18,6,12,0.500,3,4,0.750,6,7,0.857,0,1,1,3,0,0,2,1,21,0
DeMar DeRozan,,21,3,7,0.429,0,0,0.000,0,0,0.000,0,1,1,1,0,0,1,2,6,0
Dominic McGuire,,9,0,0,0.000,0,0,0.000,0,0,0.000,0,2,2,2,0,1,1,1,0,0
John Lucas III,,17,3,7,0.429,2,5,0.400,0,0,0.000,0,1,1,1,2,0,0,2,8,0
Jonas Valanciunas,,21,5,11,0.455,0,0,0.000,5,6,0.833,2,5,7,1,1,1,4,5,15,0
Jose Calderon,,26,5,11,0.455,1,5,0.200,0,0,0.000,0,2,2,7,1,0,0,3,11,0
Kyle Lowry,,25,5,9,0.556,2,5,0.400,6,6,1.000,2,2,4,7,2,0,1,4,18,0
Landry Fields,,17,1,6,0.167,0,2,0.000,2,4,0.500,1,4,5,2,1,0,0,0,4,0
Linas Kleiza,,20,3,7,0.429,1,5,0.200,0,0,0.000,0,2,2,3,1,0,1,2,7,0
Quincy Acy,,11,2,2,1.000,0,0,0.000,0,0,0.000,2,0,2,1,1,0,1,3,4,0
Terrence Ross,,27,4,12,0.333,2,8,0.250,0,0,0.000,1,0,1,1,2,0,0,1,10,0
MEM
Hamed Haddadi,,19,1,3,0.333,0,0,0.000,4,6,0.667,2,4,6,1,0,0,1,6,6,0
Jerome Jordan,,21,5,7,0.714,0,0,0.000,0,0,0.000,2,1,3,0,1,2,2,5,10,0
Jerryd Bayless,,19,4,9,0.444,1,3,0.333,8,10,0.800,0,7,7,5,0,0,2,4,17,0
Josh Selby,,21,1,6,0.167,1,4,0.250,1,2,0.500,0,1,1,1,0,0,3,2,4,0
Marreese Speights,,28,6,11,0.545,0,0,0.000,1,2,0.500,0,4,4,3,0,0,2,2,13,0
Quincy Pondexter,,32,4,11,0.364,2,5,0.400,6,6,1.000,1,3,4,1,0,0,1,2,16,0
Ronald Dupree,,28,3,9,0.333,0,0,0.000,0,0,0.000,5,6,11,0,0,0,3,3,6,0
Ronald Murray,,11,2,5,0.400,0,2,0.000,1,1,1.000,0,1,1,4,0,0,0,0,5,0
Tony Allen,,24,3,3,1.000,1,1,1.000,8,9,0.889,0,2,2,0,0,2,2,2,15,0
Tony Wroten,,18,2,4,0.500,0,0,0.000,3,4,0.750,2,2,4,4,1,0,4,2,7,0
Wayne Ellington,,20,3,8,0.375,1,4,0.250,0,0,0.000,0,1,1,2,1,0,1,0,7,0
