10-09,RMD-TOR,95-102,Preseason,
22-29,26-21,25-25,22-27,
RMD
TOR
Aaron Gray,,14,2,4,0.500,0,0,0.000,0,0,0.000,3,5,8,1,1,0,1,2,4,0
Alan Anderson,,14,2,7,0.286,0,1,0.000,3,3,1.000,1,0,1,1,0,0,0,1,7,0
Amir Johnson,,24,5,8,0.625,0,0,0.000,2,5,0.400,4,2,6,3,2,0,2,4,12,0
Andrea Bargnani,,31,5,16,0.313,1,5,0.200,3,6,0.500,0,4,4,0,0,0,0,0,14,0
DeMar DeRozan,,25,6,13,0.462,0,0,0.000,6,9,0.667,3,3,6,0,3,1,2,4,18,0
Dominic McGuire,,9,0,1,0.000,0,0,0.000,0,0,0.000,2,0,2,1,0,1,1,3,0,0
Ed Davis,,18,0,2,0.000,0,0,0.000,3,6,0.500,1,9,10,0,0,1,0,5,3,0
John Lucas III,,21,7,10,0.700,2,3,0.667,0,0,0.000,0,2,2,2,0,0,3,2,16,0
Jose Calderon,,27,4,8,0.500,1,1,1.000,0,0,0.000,0,2,2,8,1,0,1,3,9,0
Landry Fields,,17,3,7,0.429,1,1,1.000,0,0,0.000,1,3,4,1,0,0,3,2,7,0
Linas Kleiza,,16,1,5,0.200,0,2,0.000,0,0,0.000,1,2,3,1,0,0,1,1,2,0
Quincy Acy,,0,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0,0,0,0,0,0,0,0
Terrence Ross,,22,4,8,0.500,2,3,0.667,0,0,0.000,0,3,3,1,1,0,2,3,10,0
